,0
serviteurs,NOUN
déplaisent,VERB
prennent,VERB
conquête,NOUN
prévenance,NOUN
cesserait,VERB
tiennent,VERB
éprouvé,VERB
capacités,NOUN
réelles,ADJ
soucient,VERB
agrément,NOUN
superficiel,ADJ
bavardage,NOUN
servile,ADJ
favorablement,ADV
visiteur,NOUN
recouvre,VERB
inéducable,ADJ
nullité,NOUN
veillé,VERB
remontait,VERB
prendrait,VERB
rare,ADJ
explications,NOUN
--«Françoise,PUNCT
imaginez,VERB
Goupil,PROPN
passée,VERB
quart,NOUN
retard,NOUN
attarde,VERB
surprendrait,VERB
élévation,NOUN
--«Hé,PUNCT
étonnant,ADJ
seriez,VERB
auriez,AUX
Imbert,PROPN
asperges,NOUN
grosses,ADJ
Callot,PROPN
tâchez,VERB
eues,VERB
mettez,VERB
sauces,NOUN
voyageurs,NOUN
--«Il,PUNCT
Curé,NOUN
--«Ah,PUNCT
méchantes,ADJ
Pas,ADV
vôtre,NOUN
maigri,VERB
carillon,NOUN
--«Non,PUNCT
ayez,VERB
solide,ADJ
Bon,ADJ
Maguelone,PROPN
docteur,NOUN
Piperaud,PROPN
ressorti,VERB
--«Eh,PUNCT
soupirait,VERB
malheur,NOUN
éloignée,VERB
gémir,VERB
--«Mais,PUNCT
vendu,VERB
éteint,VERB
appréciaient,VERB
séance,NOUN
revêtaient,VERB
sonnette,NOUN
formidables,ADJ
retentissaient,VERB
senti,VERB
passerai,VERB
sonne,VERB
Croyez,VERB
fillette,NOUN
Allez,VERB
Camus,PROPN
Théodore,PROPN
Pupin,PROPN
immédiate,ADJ
--«La,PUNCT
Oh,NOUN
Avec,ADP
reconnue,VERB
gamine,NOUN
pension,NOUN
Jouy,PROPN
fêtes,NOUN
pourrions,VERB
Sazerat,PROPN
Galopin,PROPN
tarte,NOUN
verrez,VERB
--«Dès,PUNCT
allez,VERB
tarder,VERB
pressé,ADJ
redescendre,VERB
--«Oh,PUNCT
midi,NOUN
renoncé,VERB
tombera,VERB
suffisante,ADJ
souhaitât,VERB
oublierez,VERB
œufs,NOUN
crème,NOUN
plate,NOUN
ornées,VERB
amusait,VERB
repas,NOUN
légende,NOUN
lunettes,NOUN
déchiffrait,VERB
Alibaba,PROPN
quarante,NUM
voleurs,NOUN
Aladin,PROPN
Lampe,NOUN
merveilleuse,ADJ
Très,ADV
--«Je,PUNCT
enverrait,VERB
sûrement,ADV
regrette,VERB
croyable,ADJ
dieu,NOUN
mythologie,NOUN
souvenait,VERB
produite,VERB
stupéfiantes,ADJ
recherches,NOUN
conduites,VERB
fabuleux,ADJ
proportions,NOUN
abstraitement,ADV
civil,ADJ
parenté,NOUN
Sauton,PROPN
nièce,NOUN
abbé,NOUN
Perdreau,PROPN
couvent,NOUN
frère,NOUN
curé,NOUN
percepteur,NOUN
Châteaudun,PROPN
retraite,NOUN
reconnus,VERB
identifiés,VERB
prévenu,VERB
attendaient,VERB
imprudence,NOUN
avions,VERB
Pont-Vieux,PROPN
écriait,VERB
Néanmoins,ADV
émue,VERB
net,NOUN
mandé,VERB
Qui,PRON
connaissiez,VERB
point?»--«Mais,PUNCT
Prosper,PROPN
Bouillebœuf,PROPN
»--«Ah,PUNCT
tranquillisée,VERB
aviez,AUX
recommandait,VERB
circonspect,ADJ
agiter,VERB
paroles,NOUN
irréfléchies,ADJ
bêtes,NOUN
chien,NOUN
cessait,VERB
talents,NOUN
induction,NOUN
--«Ce,PUNCT
conviction,NOUN
apaisement,NOUN
fende,VERB
--«Comme,PUNCT
critique,NOUN
admettait,VERB
facilement,ADV
Lisieux,PROPN
affable,ADJ
spirituelle,ADJ
gracieux,ADJ
galante,ADJ
falloir,VERB
quitte,VERB
fourneau,NOUN
éclairé,VERB
plumer,VERB
--«Comment,PUNCT
vraie,ADJ
Parisiens,NOUN
aiment,VERB
rentreront,VERB
appétit,NOUN
mangeront,VERB
cuiller,NOUN
surveiller,VERB
devisait,VERB
accompagnais,VERB
revois,VERB
Église,NOUN
porche,NOUN
entrions,VERB
grêlé,VERB
écumoire,NOUN
dévié,VERB
profondément,ADV
creusé,VERB
bénitier,NOUN
conduisait,VERB
effleurement,NOUN
mantes,NOUN
paysannes,NOUN
timides,ADJ
bénite,ADJ
répété,VERB
acquérir,VERB
destructive,ADJ
infléchir,VERB
entailler,VERB
sillons,NOUN
roue,NOUN
carrioles,NOUN
borne,NOUN
bute,VERB
Ses,DET
tombales,ADJ
poussière,NOUN
abbés,NOUN
enterrés,VERB
chœur,NOUN
pavage,NOUN
spirituel,ADJ
matière,NOUN
inerte,ADJ
dure,ADJ
rendues,VERB
douces,ADJ
couler,VERB
miel,NOUN
limites,NOUN
équarrissure,NOUN
dépassées,VERB
blond,ADJ
entraînant,VERB
dérive,NOUN
majuscule,ADJ
noyant,VERB
violettes,NOUN
blanches,ADJ
deçà,ADV
résorbées,VERB
contractant,VERB
elliptique,ADJ
inscription,NOUN
latine,ADJ
introduisant,VERB
caprice,NOUN
caractères,NOUN
abrégés,VERB
lettres,NOUN
démesurément,ADV
distendues,VERB
vitraux,NOUN
chatoyaient,VERB
grandeur,NOUN
Roi,NOUN
cartes,NOUN
dais,NOUN
architectural,ADJ
bleu,ADJ
"office,--à",ADV
vacante,ADJ
luxueuse,ADJ
riche,ADJ
hall,NOUN
sculptée,VERB
style,NOUN
"âge,--on",NOUN
agenouiller,VERB
posant,VERB
ficelé,VERB
pâtissier,NOUN
montagne,NOUN
livrait,VERB
combat,NOUN
givré,VERB
verrière,NOUN
grésil,PROPN
vitre,NOUN
flocons,NOUN
éclairés,VERB
aurore,NOUN
empourprait,VERB
retable,NOUN
tons,NOUN
frais,NOUN
momentanément,ADV
évanouir,VERB
attachées,VERB
argentée,ADJ
étinceler,VERB
usée,ADJ
corde,NOUN
trame,NOUN
tapisserie,NOUN
compartiment,NOUN
divisé,VERB
centaine,NOUN
rectangulaires,ADJ
roi,NOUN
VI,NUM
rayon,NOUN
brillé,VERB
bougeant,VERB
promené,VERB
rallumée,VERB
mouvant,ADJ
traîne,VERB
paon,NOUN
tremblait,VERB
ondulait,VERB
flamboyante,ADJ
fantastique,ADJ
dégouttait,VERB
voûte,NOUN
rocheuse,ADJ
parois,NOUN
humides,ADJ
nef,NOUN
grotte,NOUN
irisée,ADJ
sinueux,ADJ
stalactites,NOUN
suivais,VERB
portaient,VERB
paroissien,NOUN
losange,NOUN
transparence,NOUN
infrangible,ADJ
dureté,NOUN
saphirs,NOUN
juxtaposés,VERB
pectoral,NOUN
derrière,ADP
richesses,NOUN
reconnaissable,ADJ
baignait,VERB
pierreries,NOUN
pavé,NOUN
dimanches,NOUN
arrivés,VERB
consolait,VERB
nue,ADJ
noire,ADJ
épanouir,VERB
datait,VERB
successeurs,NOUN
tapis,NOUN
myosotis,NOUN
Deux,NUM
tapisseries,NOUN
lice,NOUN
représentaient,VERB
couronnement,NOUN
Esther,PROPN
tradition,NOUN
Assuérus,PROPN
Guermantes,PROPN
amoureux,ADJ
auxquelles,PRON
fondant,VERB
relief,NOUN
flottait,VERB
contour,NOUN
étalait,VERB
onctueusement,ADV
consistance,NOUN
enlevait,VERB
refoulée,VERB
verdure,NOUN
restée,VERB
basses,ADJ
laine,NOUN
troncs,NOUN
foncés,ADJ
branches,NOUN
jaunissantes,ADJ
dorées,ADJ
effacées,VERB
illumination,NOUN
croix,NOUN
travaillée,VERB
Éloi,PROPN
Dagobert,PROPN
Germanique,PROPN
porphyre,NOUN
cuivre,NOUN
émaillé,VERB
gagnions,VERB
chaises,NOUN
vallée,NOUN
visitée,VERB
fées,NOUN
paysan,NOUN
rocher,NOUN
mare,NOUN
surnaturel,ADJ
occupant,VERB
dimensions,NOUN
quatrième,ADJ
"Temps,--déployant",VERB
vaisseau,NOUN
travée,NOUN
vaincre,VERB
franchir,VERB
mètres,NOUN
époques,NOUN
victorieux,ADJ
dérobant,VERB
rude,ADJ
farouche,ADJ
XIe,ADJ
siècle,NOUN
épaisseur,NOUN
lourds,ADJ
cintres,NOUN
bouchés,VERB
aveuglés,ADJ
grossiers,ADJ
moellons,NOUN
entaille,NOUN
clocher,NOUN
gracieuses,ADJ
arcades,NOUN
pressaient,VERB
coquettement,ADV
placent,VERB
rustre,NOUN
grognon,ADJ
vêtu,ADJ
élevant,VERB
contemplé,VERB
enfonçant,VERB
crypte,NOUN
mérovingienne,ADJ
guidant,VERB
tâtons,NOUN
puissamment,ADV
nervurée,VERB
membrane,NOUN
chauve,ADJ
souris,NOUN
éclairaient,VERB
Sigebert,PROPN
"valve,--comme",PUNCT
"fossile,--avait",PUNCT
cristal,NOUN
meurtre,NOUN
franque,ADJ
détachée,VERB
chaînes,NOUN
actuelle,ADJ
abside,NOUN
éteignît,VERB
enfoncée,VERB
mollement,ADV
céder,VERB
grossière,ADJ
dénuée,ADJ
artistique,ADJ
religieux,ADJ
croisement,NOUN
contre-bas,NOUN
exhaussait,VERB
soubassement,NOUN
nullement,ADV
polis,VERB
hérissés,VERB
cailloux,NOUN
particulièrement,ADV
ecclésiastique,ADJ
verrières,NOUN
percées,VERB
rappelais,VERB
glorieuses,ADJ
absides,NOUN
vues,VERB
rapprocher,VERB
Seulement,ADV
détour,NOUN
provinciale,ADJ
ruelles,NOUN
fruste,ADJ
surélevée,VERB
offrant,VERB
asymétrique,ADJ
Reims,PROPN
exprimé,VERB
involontairement,ADV
Familière,NOUN
mitoyenne,ADJ
nord,NOUN
Rapin,PROPN
Loiseau,PROPN
touchait,VERB
séparation,NOUN
citoyenne,NOUN
numéros,NOUN
facteur,NOUN
distribution,NOUN
démarcation,NOUN
fuchsias,NOUN
mauvaise,ADJ
partout,ADV
baissée,ADJ
congestionnées,VERB
façade,NOUN
sacrés,ADJ
noircie,VERB
appuyaient,VERB
réservait,VERB
inscrivant,VERB
inoubliable,ADJ
horizon,NOUN
amenait,VERB
apercevait,VERB
coq,NOUN
promenades,NOUN
faisions,VERB
endroit,NOUN
route,NOUN
resserrée,VERB
débouchait,VERB
plateau,NOUN
fermé,VERB
forêts,NOUN
déchiquetées,ADJ
rayée,VERB
ongle,NOUN
marque,NOUN
indication,NOUN
rapprochait,VERB
apercevoir,VERB
carrée,ADJ
détruite,VERB
subsistait,VERB
brumeux,ADJ
orageux,ADJ
vignobles,NOUN
pourpre,NOUN
vigne,NOUN
vierge,ADJ
rentrions,VERB
Des,DET
placées,VERB
originale,ADJ
visages,NOUN
intervalles,NOUN
réguliers,ADJ
volées,NOUN
corbeaux,NOUN
tournoyaient,VERB
criant,VERB
laissaient,VERB
ébattre,VERB
inhabitables,ADJ
dégageant,VERB
principe,NOUN
infinie,ADJ
repoussés,VERB
rayé,VERB
revenaient,VERB
absorber,VERB
néfaste,ADJ
redevenue,VERB
semblant,NOUN
happant,VERB
clocheton,NOUN
mouette,NOUN
arrêtée,VERB
pêcheur,NOUN
crête,NOUN
absence,NOUN
mesquinerie,NOUN
aimer,VERB
riches,ADJ
bienfaisante,ADJ
rapetissée,VERB
infuse,ADJ
affirmer,VERB
individuelle,ADJ
Ignorante,ADJ
architecture,NOUN
moquez,VERB
voulez,VERB
règles,NOUN
bizarre,ADJ
plaît,VERB
jouait,VERB
jouerait,VERB
sec,ADJ
regardant,VERB
suivant,ADP
tension,NOUN
inclinaison,NOUN
fervente,ADJ
pentes,NOUN
rapprochaient,VERB
jointes,VERB
prient,VERB
unissait,VERB
effusion,NOUN
flèche,NOUN
élancer,VERB
souriait,VERB
amicalement,ADV
usées,ADJ
éclairait,VERB
adoucies,VERB
montées,VERB
lointaines,ADJ
octave,NOUN
consécration,NOUN
recouverte,VERB
ardoises,NOUN
matinée,NOUN
flamboyer,VERB
Mon-Dieu,PROPN
store,NOUN
magasin,NOUN
toile,NOUN
écrue,ADJ
mouchoir,NOUN
cambrant,VERB
patron,NOUN
préparant,VERB
arrière-boutique,NOUN
veste,NOUN
savonner,VERB
mélancoliques,ADJ
frotter,VERB
entreprise,NOUN
réussite,NOUN
brioche,NOUN
cousins,NOUN
profité,VERB
Thiberzy,PROPN
cuit,VERB
bénie,ADJ
égouttements,NOUN
gommeux,ADJ
piquait,VERB
aiguë,ADJ
finissante,ADJ
enfoncé,ADJ
coussin,NOUN
brun,ADJ
pâli,PROPN
cédé,VERB
pression,NOUN
refluait,VERB
bords,NOUN
cris,NOUN
tournaient,VERB
accroître,VERB
ineffable,ADJ
ordonné,VERB
rapport,NOUN
surgi,VERB
émouvant,ADJ
vus,VERB
vignettes,NOUN
clochers,NOUN
dépassant,VERB
composaient,VERB
oublierai,VERB
curieuse,ADJ
Normandie,PROPN
charmants,ADJ
XVIIIe,ADJ
égards,NOUN
chers,ADJ
vénérables,ADJ
regarde,VERB
descend,VERB
perrons,NOUN
rivière,NOUN
cachent,VERB
élance,VERB
terminer,VERB
surmonter,VERB
façades,NOUN
annelée,VERB
vernie,ADJ
galets,NOUN
unis,VERB
plage,NOUN
purpurine,VERB
crénelée,VERB
fuselé,VERB
tourelle,NOUN
émail,NOUN
quartiers,NOUN
laids,ADJ
amoncelés,VERB
violette,NOUN
nobles,ADJ
épreuves,NOUN
tire,VERB
décanté,VERB
cendres,NOUN
dôme,NOUN
Saint-Augustin,PROPN
Rome,PROPN
Piranesi,PROPN
exécuter,VERB
équivalent,NOUN
dépendance,NOUN
aspects,NOUN
poste,NOUN
gauche,ADJ
surélevant,VERB
cime,NOUN
isolée,VERB
suivît,VERB
descente,NOUN
versant,NOUN
poussant,VERB
gare,NOUN
montrant,VERB
profil,NOUN
arêtes,NOUN
surfaces,NOUN
surpris,VERB
musculeusement,ADV
ramassée,VERB
remontée,VERB
semblât,VERB
lancer,VERB
revenir,VERB
sommant,VERB
pinacle,NOUN
inattendu,ADJ
doigt,NOUN
confondisse,VERB
passant,VERB
repère,NOUN
beffroi,NOUN
hôpital,NOUN
levant,VERB
dois,VERB
obscurément,ADV
ressemblance,NOUN
disparue,VERB
retourne,VERB
assurer,VERB
égare,VERB
oublieux,ADJ
course,NOUN
terres,NOUN
reconquises,ADJ
oubli,NOUN
assèchent,VERB
rebâtissent,VERB
anxieusement,ADV
Legrandin,PROPN
retenu,VERB
profession,NOUN
ingénieur,NOUN
vacances,NOUN
samedi,NOUN
lundi,NOUN
scientifique,ADJ
brillamment,ADV
possèdent,VERB
culture,NOUN
littéraire,ADJ
spécialisation,NOUN
utilise,VERB
profite,VERB
Plus,ADV
lettrés,ADJ
littérateurs,NOUN
savions,VERB
réputation,NOUN
écrivain,NOUN
fûmes,VERB
étonnés,ADJ
musicien,NOUN
composé,VERB
mélodie,NOUN
doués,ADJ
facilité,NOUN
peintres,NOUN
mènent,VERB
apportent,VERB
positives,ADJ
insouciance,NOUN
application,NOUN
soutenue,VERB
hautaine,ADJ
méprisante,ADJ
amère,ADJ
consciencieuse,ADJ
Grand,ADJ
tournure,NOUN
pensif,ADJ
moustaches,NOUN
blondes,ADJ
désenchanté,ADJ
politesse,NOUN
raffinée,ADJ
causeur,NOUN
citait,VERB
élite,NOUN
reprochait,VERB
cravates,NOUN
lavallière,NOUN
flottantes,ADJ
veston,NOUN
écolier,NOUN
tirades,NOUN
enflammées,ADJ
entamait,VERB
aristocratie,NOUN
snobisme,NOUN
Paul,PROPN
rémission,NOUN
ambition,NOUN
ressentir,VERB
paraissait,VERB
inutile,ADJ
ardeur,NOUN
flétrir,VERB
mariée,ADJ
gentilhomme,NOUN
bas-normand,ADJ
livrât,VERB
attaques,NOUN
violentes,ADJ
allant,VERB
reprocher,VERB
Révolution,NOUN
guillotinés,VERB
--Salut,PUNCT
venant,VERB
rencontre,VERB
rentre,VERB
Tâchez,VERB
garçon,NOUN
jolie,ADJ
qualité,NOUN
laissez,VERB
travaillait,VERB
copier,VERB
Gilbert,PROPN
Mauvais,PROPN
envoyée,VERB
épicier,ADJ
bredouille,VERB
chantre,NOUN
entretien,NOUN
universel,ADJ
voudrais,VERB
Eulalie,PROPN
boiteuse,ADJ
sourde,ADJ
retirée,VERB
Bretonnerie,PROPN
prière,NOUN
malades,NOUN
racontait,VERB
dédaignait,VERB
casuel,NOUN
rente,NOUN
linge,NOUN
marquante,ADJ
clérical,ADJ
drap,NOUN
béguin,NOUN
religieuse,ADJ
peau,NOUN
recourbé,VERB
balsamine,NOUN
évincé,VERB
tort,NOUN
catégories,NOUN
détestait,VERB
uns,PRON
pires,ADJ
débarrassée,VERB
conseillaient,VERB
professaient,VERB
négativement,ADV
manifestant,VERB
silences,NOUN
désapprobation,NOUN
sourires,NOUN
doctrine,NOUN
subversive,ADJ
bifteck,NOUN
saignant,VERB
quatorze,NUM
estomac,NOUN
gorgées,NOUN
feraient,AUX
médecines,NOUN
composait,VERB
gravement,ADV
hésitations,NOUN
officieuses,ADJ
instances,NOUN
montré,VERB
indignes,ADJ
faveur,NOUN
risquant,VERB
croyez,VERB
secouiez,VERB
pauvres,ADJ
sûrs,ADJ
reçus,VERB
épouvanté,VERB
riait,VERB
ruses,NOUN
victorieuses,ADJ
congédier,VERB
mine,NOUN
déconfite,ADJ
retournant,VERB
admirait,VERB
puisqu’,SCONJ
exigeait,VERB
approuvât,VERB
plaignît,VERB
rassurât,VERB
excellait,VERB
vingt,NUM
Connaissant,VERB
irez,VERB
cent,NUM
hier,ADV
Sazerin,PROPN
fermes,NOUN
croyances,NOUN
imposant,VERB
démentis,NOUN
apportés,VERB
suffi,VERB
entamer,VERB
--Je,PUNCT
assigner,VERB
précis,ADJ
régulièrement,ADV
empêchement,NOUN
inopiné,ADJ
entretenait,VERB
faim,NOUN
Trop,ADV
prolongée,VERB
bâillait,VERB
faiblesses,NOUN
espérait,VERB
quittions,VERB
installaient,VERB
altière,ADJ
descendue,VERB
armoriait,VERB
douze,PRON
fleurons,NOUN
momentanés,ADJ
sonore,ADJ
bénit,VERB
Nuits,NOUN
appesantis,VERB
permanent,ADJ
côtelettes,NOUN
pommes,NOUN
confitures,NOUN
biscuits,NOUN
travaux,NOUN
champs,NOUN
vergers,NOUN
marée,NOUN
commerce,NOUN
politesses,NOUN
menu,NOUN
quatre-feuilles,NOUN
sculptait,VERB
XIIIe,ADJ
portail,NOUN
cathédrales,NOUN
reflétait,VERB
saisons,NOUN
épisodes,NOUN
vie--,NOUN
barbue,NOUN
marchande,NOUN
garanti,VERB
dinde,NOUN
cardons,NOUN
moelle,NOUN
gigot,NOUN
rôti,VERB
creuse,ADJ
épinards,NOUN
abricots,NOUN
rareté,NOUN
groseilles,NOUN
quinze,NUM
apportées,VERB
exprès,ADV
cerises,NOUN
vinssent,VERB
cerisier,NOUN
fromage,NOUN
amandes,NOUN
commandé,VERB
offrir,VERB
expressément,ADV
dédiée,VERB
spécialement,ADV
amateur,NOUN
chocolat,NOUN
inspiration,NOUN
offerte,VERB
fugitive,ADJ
légère,ADJ
talent,NOUN
Celui,PRON
ravalé,VERB
goujats,NOUN
regardent,VERB
valent,VERB
signature,NOUN
goutte,NOUN
plat,NOUN
témoigné,VERB
impolitesse,NOUN
compositeur,NOUN
pompe,NOUN
auge,NOUN
ornée,VERB
salamandre,NOUN
allégorique,ADJ
banc,NOUN
dossier,NOUN
ombragé,ADJ
lilas,NOUN
soignée,VERB
saillie,NOUN
construction,NOUN
indépendante,ADJ
arrière-cuisine,NOUN
dallage,NOUN
luisant,ADJ
antre,NOUN
temple,NOUN
Vénus,PROPN
regorgeait,VERB
offrandes,NOUN
crémier,NOUN
fruitier,ADJ
légumes,NOUN
hameaux,NOUN
dédier,VERB
prémices,NOUN
couronné,VERB
roucoulement,NOUN
colombe,NOUN
Autrefois,ADV
attardais,VERB
consacré,VERB
entourait,VERB
Adolphe,PROPN
militaire,ADJ
commandant,VERB
occupait,VERB
rez-de-chaussée,NOUN
ouvertes,ADJ
atteignaient,VERB
dégageait,VERB
inépuisablement,ADV
fraîche,ADJ
forestière,ADJ
rêver,VERB
longuement,ADV
narines,NOUN
pénètre,VERB
pavillons,NOUN
chasse,NOUN
survenue,VERB
suivantes,ADJ
vareuse,NOUN
travail,NOUN
coutil,NOUN
ronchonnant,VERB
abandonnait,VERB
massepain,NOUN
mandarine,NOUN
traversions,VERB
ornés,VERB
moulures,NOUN
plafonds,NOUN
peints,VERB
prétendait,VERB
imiter,VERB
capitonnés,VERB
satin,NOUN
passions,NOUN
accrochées,VERB
déesse,NOUN
charnue,ADJ
conduisant,VERB
char,NOUN
montée,VERB
globe,NOUN
étoile,NOUN
Empire,NOUN
pompéien,ADJ
détesta,VERB
restais,VERB
valet,NOUN
atteler,VERB
plongeait,VERB
méditation,NOUN
craint,VERB
émerveillé,ADJ
attendait,VERB
hésitation,NOUN
infailliblement,ADV
répétait,VERB
discuter,VERB
platonique,ADJ
représentais,VERB
spectateur,NOUN
stéréoscope,NOUN
millier,NOUN
spectateurs,NOUN
Tous,ADJ
courais,VERB
colonne,NOUN
Moriss,PROPN
spectacles,NOUN
Rien,PRON
annoncée,VERB
conditionnés,VERB
inséparables,ADJ
affiches,NOUN
boursouflées,VERB
colle,NOUN
étranges,ADJ
Testament,NOUN
César,PROPN
Girodot,PROPN
Œdipe,PROPN
inscrivaient,VERB
affiche,NOUN
verte,ADJ
Comique,PROPN
lie,NOUN
Comédie,PROPN
Française,PROPN
aigrette,NOUN
étincelante,ADJ
Diamants,NOUN
Couronne,NOUN
lisse,ADJ
Domino,PROPN
Noir,ADJ
approfondir,VERB
saisir,VERB
promettait,VERB
comparer,VERB
recélait,VERB
veloutée,ADJ
dessert,NOUN
opter,VERB
riz,NOUN
Impératrice,NOUN
Toutes,ADJ
conversations,NOUN
camarades,NOUN
acteurs,NOUN
revêt,VERB
pressentir,VERB
Art,NOUN
Entre,ADP
débiter,VERB
tirade,NOUN
différences,NOUN
minimes,ADJ
incalculable,ADJ
classais,VERB
listes,NOUN
récitais,VERB
durcir,VERB
cerveau,NOUN
gêner,VERB
inamovibilité,NOUN
fus,AUX
correspondais,VERB
professeur,NOUN
nouvel,ADJ
Got,PROPN
Delaunay,PROPN
etc.,ADV
Febvre,PROPN
Thiron,PROPN
Coquelin,PROPN
soudaine,ADJ
perdant,VERB
rigidité,NOUN
contractait,VERB
agilité,NOUN
miraculeuse,ADJ
féconde,ADJ
animation,NOUN
doué,ADJ
fleurissement,NOUN
assoupli,VERB
fertilisé,VERB
Théâtre,PROPN
Français,PROPN
saisissement,NOUN
flamboyant,ADJ
chevaux,NOUN
fleuris,ADJ
frontail,NOUN
actrice,NOUN
illustres,ADJ
Bernhardt,PROPN
Berma,PROPN
Bartet,PROPN
Madeleine,PROPN
Brohan,PROPN
Jeanne,PROPN
Samary,PROPN
intéressaient,VERB
cocottes,NOUN
nettement,ADV
actrices,NOUN
femmes,NOUN
jolies,ADJ
veuves,NOUN
mariées,VERB
comtesses,NOUN
ronflant,ADJ
guerre,NOUN
bijoux,NOUN
brouillé,VERB
stage,NOUN
importants,ADJ
chasser,VERB
dispenser,VERB
gamin,NOUN
présentant,VERB
inapprochable,ADJ
"Aussi,--sous",ADV
leçon,NOUN
empêcherait,VERB
réservé,VERB
profitant,VERB
déjeuné,VERB
sortis,VERB
courus,VERB
remarquai,VERB
voiture,NOUN
attelée,VERB
œillères,NOUN
œillet,NOUN
boutonnière,NOUN
fermait,VERB
embarrassé,VERB
occupé,VERB
prévenir,VERB
entendue,VERB
amuserait,VERB
Sur,ADP
gosse,NOUN
grommeler,VERB
finalement,ADV
massepains,NOUN
collier,NOUN
perles,NOUN
cou,NOUN
achevait,VERB
mademoiselle,NOUN
rougir,VERB
osant,VERB
difficultés,NOUN
union,NOUN
bourru,NOUN
pardon,NOUN
croisée,NOUN
éclair,NOUN
admirer,VERB
traçant,VERB
grogna,VERB
présentations,NOUN
distance,NOUN
souvenez,VERB
déception,NOUN
notamment,ADV
Mieux,ADV
habillée,ADJ
franc,ADJ
aimant,VERB
théâtral,ADJ
admirais,VERB
diabolique,ADJ
mener,VERB
chic,NOUN
volée,NOUN
millionnaire,NOUN
fortune,NOUN
immoralité,NOUN
troublait,VERB
concrétisée,VERB
"spéciale,--d’",ADP
secret,NOUN
roman,NOUN
scandale,NOUN
voué,VERB
haussé,VERB
notoriété,NOUN
jeux,NOUN
physionomie,NOUN
intonations,NOUN
pareils,ADJ
gêné,VERB
offrit,VERB
cigarettes,NOUN
habituée,VERB
grand-duc,NOUN
étiez,VERB
jaloux,ADJ
étui,NOUN
couvertes,VERB
inscriptions,NOUN
étrangères,ADJ
exquis,NOUN
modeste,ADJ
sensible,ADJ
accueil,NOUN
froideur,NOUN
indélicatesse,NOUN
commise,VERB
inégalité,NOUN
accordée,VERB
amabilité,NOUN
insuffisante,ADJ
semblé,VERB
côtés,NOUN
touchants,ADJ
studieuses,ADJ
consacrent,VERB
générosité,NOUN
disponible,ADJ
artistes,NOUN
réalisent,VERB
font,AUX
cadres,NOUN
"commune,--et",PUNCT
enrichir,VERB
sertissage,NOUN
dégrossie,ADJ
fumoir,NOUN
répandait,VERB
élégance,NOUN
émane,VERB
insignifiant,ADJ
travaillé,VERB
appellation,NOUN
enchâssant,VERB
regards,NOUN
nuancé,VERB
humilité,NOUN
gratitude,NOUN
bijou,NOUN
--«Allons,PUNCT
ailles,VERB
levai,VERB
irrésistible,ADJ
audacieux,ADJ
enlèvement,NOUN
Faut,VERB
cessai,VERB
aveugle,ADJ
insensé,ADJ
dépouillé,VERB
raisons,NOUN
galant,ADJ
parfait,ADJ
gentleman,NOUN
serrant,VERB
britannique,ADJ
cup,NOUN
of,X
tea,PROPN
disent,VERB
Anglais,NOUN
moitié,NOUN
crainte,NOUN
cachée,VERB
impoli,ADJ
cesser,VERB
tenu,VERB
travaille,VERB
entende,VERB
mensonge,NOUN
contredise,VERB
Victor,PROPN
Hugo,PROPN
Vaulabelle,PROPN
--«J’,PUNCT
adore,VERB
comprennent,VERB
Excusez,VERB
volumes,NOUN
dorés,ADJ
bibliothèque,NOUN
boudoir,NOUN
promis,VERB
prêter,VERB
conduisit,VERB
Éperdu,VERB
couvris,VERB
baisers,NOUN
fous,NOUN
tabac,NOUN
embarras,NOUN
ouvertement,ADV
parlasse,VERB
trouverais,VERB
témoigner,VERB
mystérieuses,ADJ
parurent,VERB
nette,ADJ
trouvai,VERB
explicite,ADJ
désirais,VERB
trouveraient,VERB
excuser,VERB
négligions,VERB
jugeant,VERB
réceptacle,NOUN
docile,ADJ
réaction,NOUN
spécifique,ADJ
introduisait,VERB
déposant,VERB
transmisse,VERB
souhaitais,VERB
jugement,NOUN
portais,VERB
présentation,NOUN
remirent,VERB
différents,ADJ
suggérais,VERB
adopter,VERB
voulurent,VERB
apprécier,VERB
indirectement,ADV
informé,VERB
Quelques,DET
croisant,VERB
découverte,NOUN
ressentis,VERB
immensité,NOUN
chapeau,NOUN
banale,ADJ
résolus,VERB
abstenir,VERB
insuffisant,ADJ
détournai,VERB
pensa,VERB
ordres,NOUN
pardonna,VERB
attardé,VERB
abords,NOUN
apparaissant,VERB
parvis,NOUN
décidais,VERB
institution,NOUN
permanente,ADJ
attributions,NOUN
invariables,ADJ
assuraient,VERB
continuité,NOUN
identité,NOUN
passagères,ADJ
incarnait,VERB
eûmes,VERB
mangeâmes,VERB
créature,NOUN
grossesse,NOUN
avancé,ADJ
arrivâmes,VERB
laissât,VERB
besogne,NOUN
difficilement,ADV
mystérieuse,ADJ
corbeille,NOUN
remplie,VERB
devinait,VERB
amples,ADJ
sarraus,NOUN
magnifique,ADJ
Ceux,PRON
ci,PRON
houppelandes,NOUN
figures,NOUN
symboliques,ADJ
Giotto,PROPN
Charité,NOUN
engraissée,VERB
tombaient,VERB
droites,ADJ
carrées,ADJ
ressemblait,VERB
vierges,NOUN
fortes,ADJ
hommasses,NOUN
matrones,NOUN
personnifiées,VERB
Arena,PROPN
rends,VERB
Vertus,NOUN
Vices,NOUN
Padoue,PROPN
